FISHNET_ID,barley_HgHa,cassava_HgHa,groundnut_HgHa,maize_HgHa,millet_HgHa,rapeseed_HgHa,rice_HgHa,rye_HgHa,sorghum_HgHa,soybean_HgHa,sunflower_HgHa,wheat_HgHa,COUNTRY,mean_potato
65000,3.016434105,NA,NA,4.62728636,NA,2.067402806,NA,2.472752262,NA,NA,NA,3.66468253,Poland,20.6432
65005,3,13.62013232,3.245073609,2.887092296,NA,1.135870417,2.509739605,1.720000029,3.806375742,1.468657664,1.753720486,3.13532133,China,9.18682
65011,2.977272727,8.662095124,1.020001487,2.743429263,0.96167676,1.255588979,5.769294396,1.706969725,1.659989155,0.919912405,1.687619119,1.448998396,China,9.59399
65012,2.833333333,15.13944509,2.541234855,7.220209206,1.196224113,1.564555254,7.861459211,1.624444471,3.390555474,2.219854746,2.214128044,4.265398372,China,22.8357
65014,2.117887746,NA,NA,3.526930159,NA,0.724948857,NA,0.096626931,1.412411438,NA,NA,0.169170936,United States,18.6979
65015,2.13949283,4.041186318,1.083094471,1.04326372,0.228808886,0.836772756,0.158189398,NA,0.130716143,NA,0.976719284,2.046467488,India,NA
65022,0.411904766,NA,NA,0.569047644,NA,0.214285709,NA,0.407752224,0.249999989,0.223809523,NA,0.244065268,Russian Federation,NA
65023,0.455948532,NA,1.360000014,3.295000076,0.460000008,NA,0.031571005,NA,NA,0.013333334,0.0045,0.007628566,Iran,NA
65026,0.052424243,NA,NA,0.181060614,NA,0.068181816,NA,0.12251674,0.079545451,0.071212121,NA,0.063067005,Russian Federation,0.563335
65032,1.819753711,NA,NA,NA,NA,0.112975355,NA,NA,NA,NA,NA,2.158852714,United States,20.3564
65033,NA,NA,1.419793207,4.134247976,0.957259564,NA,NA,NA,2.165888461,NA,NA,NA,United States,NA
65035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.425789489,NA,United States,NA
65037,2.888278882,NA,NA,NA,NA,NA,NA,1.309418784,NA,NA,0.203887661,1.33443039,United States,34.6714
65038,0.067402598,NA,NA,0.093116887,0.043149725,0.035064934,0.122337666,0.119000971,0.040909089,0.036623377,0.034285714,0.061722293,Russian Federation,0.21166
65040,0.770102062,NA,1.201333346,2.910583401,0.406333341,NA,1.645452801,NA,NA,0.706666677,0.238500009,1.493204993,Iran,11.9111
65043,3,16.03000069,1.796882773,4.703533192,2.259610975,0.298008146,6.127761091,1.720000029,4.277816946,1.457713673,1.650631747,1.107121428,China,13.3602
65045,1.602290558,NA,NA,1.216738582,NA,0.884117683,NA,NA,NA,NA,0.518819433,1.224444034,Canada,13.0216
65051,1.861345871,NA,NA,2.151940215,NA,1.141640391,NA,NA,NA,1.114739031,0.324764209,1.999850047,Canada,16.4149
65054,2.916666667,15.58472289,1.918654965,5.922942532,1.231407175,1.17776276,5.721999941,1.67222225,3.490277694,1.978086672,1.666473256,3.87789698,China,21.7354
65063,2.1,14.96133397,NA,3.891388464,NA,1.46245569,2.722382569,1.20400002,NA,2.309926379,NA,3.749300075,China,16.6904
65066,1.770361853,NA,NA,0.225861073,NA,NA,NA,1.27333854,NA,NA,NA,1.826288545,United States,11.0347
65072,NA,NA,NA,1.593333403,NA,0.299999992,NA,NA,0.349999984,0.313333333,NA,NA,Russian Federation,NA
65080,1.804172724,NA,NA,NA,NA,NA,NA,0.71733925,NA,NA,NA,2.76702368,United States,18.6645
65082,5.224840368,NA,NA,NA,NA,2.778421095,NA,5.299610534,NA,NA,NA,7.537854102,United Kingdom,41.9552
65084,0.680555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94499384,Mongolia,10.8735
65085,0.8217259,NA,NA,0.651204536,NA,NA,NA,0.657186533,NA,NA,0.398437493,0.528565546,Canada,7.45159
65087,0.720833341,NA,NA,0.995833377,NA,0.37499999,NA,0.640213013,0.43749998,0.391666666,NA,0.403817109,Russian Federation,5.33376
65088,0.589999974,NA,NA,1.190000057,0.810000002,NA,1.200000048,NA,NA,NA,NA,0.720000029,Afghanistan,16.79
65094,NA,NA,NA,10.39458249,NA,NA,NA,1.006406655,3.18605605,2.192235004,0.23213716,1.997952822,United States,NA
65097,0.975623842,NA,1.073494111,1.871300087,0.497748494,0.357416815,2.429198872,NA,0.576062811,1.25,1.476206661,2.157156013,Pakistan,15.0142
65099,1.334722181,NA,NA,NA,NA,0.576944459,NA,0.548535547,NA,NA,NA,0.790017262,Finland,7.78996
65109,0.922765074,NA,0.787878788,0.248395584,0.267878791,NA,NA,NA,0.521439758,NA,NA,0.898489591,Saudi Arabia,4.39058
65112,2.54389373,NA,NA,3.0431323,1.108333338,0.772135688,3.354687604,1.641282309,0.979687509,1.05843452,0.822925771,2.34720317,Ukraine,13.8505
65114,1.497560134,NA,NA,5.648328364,0.515005847,0.889178157,NA,NA,0.81824419,NA,0.198974714,1.235642095,United States,28.7727
65115,1.35,7.213500309,1.814448434,2.41882302,0.569965607,1.114975503,2.185188131,0.774000013,1.615499961,1.457013158,1.577379956,2.213351421,China,1.26904
65123,3.9879124,NA,NA,7.449795975,1.271149411,2.426736463,NA,3.614535573,NA,1.698443234,2.245374317,4.568005773,Austria,22.5704
65128,0.971131624,NA,1.011594474,1.886309423,0.49360059,1.071171651,2.344370276,NA,0.568522462,1.239583333,1.084527659,2.238955267,Pakistan,15.3935
65130,4.95204775,NA,NA,7.727346376,2.191481533,2.766428173,NA,4.222297642,5.227222376,2.230574667,2.264536228,5.842220046,France,28.0205
65131,0.900000036,NA,1.158333321,NA,NA,0.558333347,2.524999976,0.833333333,2.291666667,1.041666667,0.291982045,NA,Kazakhstan,10.1547
65132,1.906117186,NA,NA,7.179059381,1.499670853,NA,NA,1.508285976,2.854918967,2.160755912,0.242270129,1.520526274,United States,26.7398
65133,1.159809515,NA,0.013131313,3.567857868,NA,0.064545458,NA,1.43062146,NA,0.03010101,0.034852572,2.014415941,Turkey,11.1229
65134,2.9,15.49566733,1.912714872,2.078778757,NA,1.472856608,5.488617416,1.662666694,NA,1.578857917,NA,2.144622301,China,12.3369
65142,0.021679464,NA,0.011080773,NA,NA,0.031333333,0.025,NA,0.031960148,NA,0.008333333,0.03579413,Algeria,NA
65147,0.504583339,NA,NA,0.697083364,NA,0.262499993,NA,0.501948559,0.306249986,0.274166666,NA,0.331624705,Russian Federation,3.66661
65153,2.94882226,NA,NA,NA,NA,NA,NA,NA,0.075840878,NA,NA,1.983483135,United States,NA
65158,0.108125001,NA,NA,0.149375007,NA,0.056249999,NA,0.105931498,0.065624997,0.05875,0.120665252,0.066655703,Russian Federation,0.319394
65159,0.020595238,NA,NA,0.028452382,NA,0.010714285,NA,0.020177428,0.012499999,0.011190476,0.022983858,0.012696324,Russian Federation,0.175667
65160,2.021428645,NA,NA,2.608571436,NA,0.695357137,NA,1.63099128,0.149999993,0.134285714,1.511428599,1.36985497,Belarus,8.55829
65164,2.367869231,NA,NA,7.239999771,NA,1.260170415,NA,2.034487216,NA,0.892500043,1.070040667,1.879388327,Canada,28.6916
65166,1.724353647,NA,0.487547175,4.024622726,0.206792455,NA,3.800914972,0.929597445,0.027407407,0.843333333,0.751567854,1.900524852,Iran,12.278
65173,2.74833341,NA,1.176902334,1.980416705,0.808333333,1.519666663,5.298822574,NA,NA,1.352921311,NA,2.161688133,Japan,24.7956
65175,0.77423161,NA,1.094610926,1.242206303,0.371032743,0.388821518,1.067778435,NA,0.872935394,0.615414959,0.242390188,0.802997397,India,12.5495
65176,0.706550703,NA,0.175310175,2.964785644,NA,1.081742377,NA,NA,0.274629737,NA,0.250460314,1.834554325,Mexico,15.7573
65178,0.069500865,NA,NA,8.569097981,NA,NA,NA,1.207273592,3.385845355,2.69906962,NA,2.621690329,United States,45.5568
65179,0.738854175,NA,NA,1.020729211,0.133239133,0.38437499,NA,0.874670476,0.44843748,0.401458332,NA,0.291861408,Russian Federation,2.62385
65180,6.835956573,NA,NA,5.322710609,NA,0.94724622,NA,1.668336074,NA,0.298333327,NA,2.302814325,Germany,24.2675
65185,1.606428589,NA,NA,2.219285812,0.278548712,0.835714264,NA,2.519446211,0.974999956,0.872857141,0.141927969,1.51172548,Russian Federation,10.2939
65190,1.524047636,NA,NA,2.247738194,0.070565669,0.846428549,NA,1.527599571,0.987499955,0.884047617,0.040777808,0.989943523,Russian Federation,NA
65193,0.01,NA,0.01287037,NA,0.005462963,0.006203704,NA,0.009259259,0.025462963,0.011574074,0.00583964,0.008981482,Kazakhstan,NA
65194,2.829545455,15.11920519,1.437660522,3.11308436,2.015463481,0.807816239,4.749765066,1.622272754,3.610573972,1.252798487,1.201102908,2.374203075,China,18.0343
65197,1.709404781,NA,NA,2.361547723,NA,0.889285691,NA,1.674726542,1.037499953,0.928809521,1.907660178,1.053794922,Russian Federation,10.54
65199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Finland,NA
65202,4.961714328,NA,NA,7.526900976,NA,NA,NA,1.620089045,1.025105238,NA,NA,2.128351649,United States,44.0003
65222,NA,1.048123562,1.038749066,0.494201095,0.92493563,NA,0.606663865,NA,NA,0.173526907,0.582272741,1.110514569,Myanmar,9.07996
65225,NA,NA,NA,0.572604192,NA,0.215624994,NA,NA,0.251562489,0.225208333,NA,NA,Russian Federation,NA
65227,NA,NA,1.765367463,1.493541956,1.075864304,NA,NA,0.158876982,2.834392157,0.597963187,NA,NA,United States,6.78091
65233,NA,NA,NA,3.670692788,0.346975492,NA,NA,1.683538437,1.707973037,NA,0.353118698,1.871611151,United States,NA
65235,0.112016678,NA,0.0801197,0.144867148,NA,NA,0.31158463,0.066115702,0.125332076,0.093553716,0.082975206,0.152582326,Egypt,0.849455
65236,2.350730803,NA,1.978974896,4.484763711,1.775591026,1.458904188,3.158521208,0.124978467,0.009726027,1.895166782,1.337389348,2.504352596,Syria,21.7412
65238,0.742200849,NA,NA,0.35264214,NA,NA,0.24129358,NA,NA,NA,1.904843417,0.8686467,Iraq,18.0165
65248,0.362337651,NA,NA,NA,NA,0.156623381,NA,0.207724855,NA,NA,NA,0.214466354,Finland,2.02317
65252,0.071060332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.062864255,Canada,0.549012
65256,0.01844596,NA,0.03030303,0.016760835,0.01030303,NA,NA,NA,NA,NA,NA,0.022379209,Saudi Arabia,0.138791
65257,3.012384492,NA,2.918333279,8.112376153,2.346111147,1.154719013,0.113331795,1.741201197,4.081852052,NA,0.913401635,3.426864057,Spain,32.9509
65260,2.795717154,NA,2.329567571,5.928128084,NA,NA,6.642454248,1.53030303,0.049152316,2.16537873,1.920530296,4.802007115,Egypt,19.3487
65266,0.036041667,NA,NA,0.049791669,NA,0.01875,NA,0.035310499,0.021874999,0.019583333,0.040221751,0.022218568,Russian Federation,NA
65269,2.046072501,NA,NA,3.812592118,NA,NA,NA,NA,NA,0.026300829,0.556887945,1.390432146,Canada,15.5423
65270,NA,NA,NA,6.315071997,NA,NA,NA,NA,5.107368965,1.97243212,NA,3.448263602,United States,26.931
65271,2.75740242,NA,NA,5.299112325,NA,1.327387631,NA,2.138723671,NA,0.473414909,1.182267564,2.193745852,Canada,28.6916
65272,0.216250002,NA,NA,0.298750013,NA,0.112499997,NA,0.31558758,0.131249994,0.1175,NA,0.169551402,Russian Federation,1.37644
65273,2.232525471,NA,NA,NA,NA,0.993925851,NA,1.277109597,NA,NA,NA,1.700607155,Canada,23.1024
65275,1.189500028,NA,1.394249949,3.285749888,1.911000037,1.004249972,2.115750074,2.154750037,2.310749888,NA,1.603580457,2.817750102,Uzbekistan,13.4684
65276,NA,NA,3.041075873,6.855442081,NA,NA,2.429952554,NA,1.835084085,1.841325181,NA,2.189690462,United States,7.05933
65277,1.041520476,NA,NA,2.90597558,2.105828285,0.635294101,NA,3.078244939,0.741176437,0.66352941,1.111598716,2.857782588,Russian Federation,6.4181
65279,NA,NA,NA,0.838051985,0.415695943,0.315584407,NA,0.111434446,0.368181801,0.329610389,0.240218361,0.511931972,Russian Federation,3.56466
65280,3.887923886,NA,NA,1.740491421,NA,1.836206995,6.441540825,0.915360733,NA,NA,1.388735075,3.113759372,Turkey,21.212
65281,5.92761606,NA,NA,7.455584715,NA,2.948963088,NA,4.86669909,NA,0.922059119,1.982376501,6.653458352,Germany,35.0675
65284,1.895240498,NA,NA,7.403768203,NA,1.165244092,NA,1.808995847,2.258087252,2.161668002,0.445850737,3.352201146,United States,16.9777
65285,1.668214304,NA,NA,2.304642958,NA,0.86785712,NA,2.434532762,1.012499954,0.906428569,NA,1.307967961,Russian Federation,9.94097
65294,1.424560811,4.301908016,0.973283477,1.082842924,0.167652949,0.487219032,0.984597603,NA,0.733421552,0.943789272,0.196882405,1.739406203,India,12.5495
65295,0.275252044,NA,NA,0.244155398,0.163510385,0.213749997,0.950095403,NA,0.206735444,0.28125,0.326250011,0.465992939,Pakistan,3.69857
65303,1.587707813,NA,0.811488625,1.189409894,0.922764102,0.835361066,2.834418273,NA,1.09385648,0.351268466,0.454090927,4.732969203,India,20.9481
65306,2.808878613,NA,1.201358193,1.293261149,1.116684774,0.981985758,3.751709745,NA,0.219090669,1.332874543,0.207592861,3.418205764,India,19.7588
65309,3.655016104,0.847345518,1.034779366,2.504376229,0.970274656,1.002993711,5.774290556,NA,0.404221115,1.675605149,1.277869696,4.17483778,India,19.3237
65310,2.985860666,NA,NA,3.006978035,NA,0.841891845,NA,NA,NA,NA,NA,1.884614563,United States,20.5292
65312,2.144086018,NA,NA,3.465320356,0.448749989,1.846358704,NA,2.079460286,0.514999986,1.657273515,0.650930211,2.695693001,Bosnia and Herzegovina,6.50788
65316,1.744507382,NA,NA,1.394271446,NA,0.583545429,NA,NA,0.206330518,NA,0.264816968,0.973789372,Mexico,NA
65317,0.6171875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.986468819,Mongolia,7.9738
65327,2.707407483,NA,NA,1.950925964,0.796296296,1.1715942,3.922870028,NA,NA,1.412477172,NA,2.50963614,Japan,23.3268
65330,0.668409098,NA,NA,0.923409131,0.095719465,0.347727264,NA,0.824981717,0.4056818,0.363181817,0.350419564,0.56242589,Russian Federation,3.20843
65335,0.4296875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.686782089,Mongolia,5.4016
65341,0.446664946,NA,NA,NA,NA,NA,NA,NA,NA,0.225435683,NA,0.395146745,Canada,3.01956
65345,2.001679046,NA,0.56228184,1.198310241,0.951007949,0.387384136,2.225891034,NA,0.703829503,0.506938821,0.360000014,1.540574114,India,19.7308
65347,NA,6.632108688,0.714585419,0.788339343,0.923365658,0.543805702,2.094170061,NA,0.819622959,0.917612074,0.499090929,1.04093865,India,8.77698
65351,4.994122799,NA,NA,NA,NA,NA,NA,1.515184593,NA,NA,NA,4.988424619,United States,30.9685
65352,3,16.03000069,2.118210234,4.266493032,2.004162868,1.117419711,5.816474628,1.720000029,2.727009296,1.554438818,1.280601797,3.66302461,China,18.8537
65353,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.39742709,1.371724112,NA,Canada,22.654
65358,4.915369615,NA,NA,NA,NA,3.102942313,NA,5.07384141,NA,NA,NA,6.708666136,United Kingdom,35.3856
65361,0.915537536,NA,NA,1.495547354,NA,0.534810414,NA,NA,NA,0.516482525,0.334687494,0.759067814,Canada,6.20632
65367,0.131574077,NA,NA,0.222870366,NA,NA,0.330277783,NA,NA,NA,NA,0.668611114,Turkmenistan,1.53156
65369,1.142571706,2.509446343,0.736181312,0.664096643,0.474815349,0.363478282,1.097094055,NA,0.819278298,0.559685288,0.282272738,1.88514837,India,15.3317
65370,1.213691549,NA,1.042666678,2.526166725,0.352666673,NA,1.910351992,NA,NA,0.613333342,0.207000008,1.129721232,Iran,7.46367
65373,0.918641699,NA,NA,NA,NA,NA,NA,1.530489488,NA,NA,NA,0.528859988,United States,1.67903
65374,5.381897926,NA,NA,9.131932259,2.440000057,3.031924725,NA,4.777838707,5.820000172,2.579127073,2.310928345,6.187241077,France,22.6333
65377,0.749006748,NA,1.529999971,4.297199249,1.230000019,0.205876446,NA,NA,0.856000042,NA,0.587012053,0.376143384,Spain,NA
65381,NA,NA,NA,0.379365096,NA,0.130434779,NA,NA,0.152173906,0.136231884,NA,NA,Russian Federation,2.06217
65383,0.054364885,NA,NA,1.104369933,NA,0.25602808,NA,NA,0.845083516,NA,0.241667396,1.367963738,Mexico,1.73625
65387,1.017659919,NA,1.029132717,5.308779856,NA,1.288347051,NA,NA,2.545752545,NA,0.256764046,5.344584067,Mexico,31.6467
65389,1.787219017,NA,NA,NA,NA,NA,NA,0.242083498,NA,NA,0.830289503,2.250457172,United States,26.9302
65391,3.500836288,NA,NA,11.09394783,NA,1.849854599,NA,1.728135467,NA,NA,NA,4.483947819,United States,55.3312
65392,3.334615478,NA,0.327734328,2.402884662,0.980769231,1.475076919,4.682984007,NA,NA,0.980867166,NA,0.54668194,Japan,30.5788
65393,0.002334604,NA,0.017251601,0.073244389,0.0059796,NA,NA,NA,0.005916666,0.015502399,0.014008104,0.008274804,Syria,0.222659
65394,NA,NA,NA,0.426785733,NA,0.160714281,NA,0.277439654,0.187499991,0.167857142,NA,0.125730602,Russian Federation,1.87778
65395,0.252679899,NA,0.045018464,5.883464913,0.96707921,1.000910351,NA,NA,1.38587958,1.457590348,1.028312315,3.002468373,United States,15.2091
65397,2.94882226,NA,NA,5.690473789,NA,NA,NA,0.060206014,4.154899194,1.487192061,NA,2.629313914,United States,7.71239
65399,1.128338491,6.566178209,0.09167421,1.057110147,0.792686191,0.434980326,1.440039976,0.284297525,NA,1.195419847,NA,2.039608482,India,7.21843
65402,2.252683955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28905051,United States,6.93868
65409,2.17202256,NA,NA,3.879623175,NA,0.339291662,NA,0.020233845,0.657501876,NA,NA,0.043029176,United States,6.24493
65416,3,16.03000069,3.27667173,4.88936356,2.261118499,1.644278066,7.010916745,1.720000029,3.323877335,1.73252115,NA,3.478834109,China,21.2168
65417,1.01500003,1.335833391,1.178061133,0.401583831,0.105549186,0.593063054,NA,0.893520026,2.247083326,1.054334124,0.868250035,0.886642657,Kazakhstan,6.07722
65420,4.391525322,NA,NA,8.300641272,2.440000057,2.648132245,NA,3.74614614,5.820000172,2.527966861,2.22201818,5.179170061,France,28.0105
65421,1.668214304,NA,NA,2.304642958,1.007789229,0.86785712,NA,2.33238474,1.012499954,0.906428569,0.368906784,1.078324812,Russian Federation,11.4125
65428,4.758561979,NA,NA,8.591613015,NA,2.969240434,NA,4.922272493,NA,2.633631791,2.38964319,5.775445754,Germany,30.0903
65429,0.603738925,NA,NA,0.681093308,NA,0.286747094,NA,0.455514008,NA,0.202892112,0.168147836,0.468385151,Canada,6.08189
65430,3,16.03000069,3.451649706,2.990836978,2.655261517,1.708916175,6.152649896,1.720000029,3.259544373,2.404275983,0.974241028,2.829081386,China,17.9186
65431,0.953301949,NA,NA,0.524325391,NA,NA,NA,NA,NA,NA,0.457367547,0.827125631,Canada,7.7958
65432,2.963024676,NA,2.974999944,9.156090551,2.391666704,1.291016837,NA,1.629349407,4.161111315,NA,0.913129871,3.373220795,Spain,34.8403
65435,1.054242463,NA,NA,NA,NA,1.284666663,1.025,NA,NA,NA,0.341666667,0.835423328,Algeria,13.1485
65437,0.443218829,NA,NA,1.25,NA,NA,0.787251226,NA,NA,NA,NA,0.735379136,Iraq,11.9563
65440,1.726173908,NA,NA,2.707080647,NA,NA,NA,NA,NA,NA,NA,1.527077523,Canada,10.8704
65450,1.369251847,NA,NA,NA,NA,0.751999998,0.6,NA,NA,NA,0.2,0.27545917,Algeria,12.3872
65455,0.803214295,NA,NA,1.109642906,0.702499879,0.417857132,NA,0.991846749,0.487499978,0.43642857,0.218929163,0.548037495,Russian Federation,5.53887
65458,1.080000043,NA,1.389999986,NA,NA,0.670000017,NA,1.092111339,2.75,1.25,0.119128674,1.105219493,Kazakhstan,10.4395
65461,6.805982431,NA,NA,7.277951871,NA,3.516487232,NA,5.891888482,NA,1.789999962,0.868907345,7.630650554,Germany,37.1976
65462,3,16.03000069,0.933728481,4.034341266,1.45734179,0.483867534,NA,1.720000029,3.806375742,0.993046066,1.28652533,1.131976287,China,11.0049
65466,0.073541421,NA,0.089917356,0.217851245,0.030413224,NA,0.122464945,NA,NA,0.052892563,0.01785124,0.060524156,Iran,0.508814
65468,3,16.03000069,1.869514216,4.06056959,1.503122162,0.980232594,4.735033469,1.720000029,3.807837855,1.773742524,2.513345475,2.522963762,China,17.8347
65471,0.01780303,NA,0.063636362,0.076893938,0.043560605,NA,NA,NA,NA,NA,NA,0.030681818,Libya,0.404242
65472,1.084431133,NA,NA,1.052573599,NA,1.739500093,1.105648379,0.401393086,NA,NA,NA,0.750137405,Turkey,9.39699
65476,6.154865475,NA,NA,11.44804107,NA,NA,NA,0.137507558,5.727071118,NA,NA,6.262859201,United States,8.00446
65478,2.020487811,NA,NA,NA,NA,1.383735092,NA,2.141135295,NA,0.148214292,NA,3.094268302,Latvia,13.8897
65483,0.50434792,NA,NA,2.57336696,NA,0.103118343,1.800018946,NA,1.547777723,NA,0.172345214,0.357074477,Italy,7.26666
65485,2.925,15.62925067,1.642524766,2.567874972,0.213896057,1.134511099,1.422408819,1.677000028,3.470235219,1.97793544,0.854733893,2.167234808,China,9.06847
65489,0.938784942,NA,NA,2.416666667,NA,NA,2.603441763,NA,NA,NA,2.658236531,1.469038446,Iraq,5.53542
65490,0.119826359,NA,NA,NA,NA,NA,NA,0.078862384,NA,NA,0.047812499,NA,Canada,1.00662
65492,0.086908067,NA,0.098909092,0.239636369,0.033454546,NA,0.067355719,NA,NA,0.058181819,0.019636364,0.086625197,Iran,0.490881
65493,1.095801536,0.162089908,1.135516296,1.546524669,1.044878297,0.583272616,3.449246748,NA,0.896818164,0.027623101,NA,2.010357073,India,6.68533
65495,0.693533689,NA,0.568727279,1.377909123,0.19236364,NA,1.070822404,NA,NA,0.33454546,0.112909095,0.635125381,Iran,4.92899
65497,0.963847807,NA,NA,NA,NA,NA,NA,0.278731545,NA,NA,0.223539482,1.335061585,United States,10.3519
65498,2.349125692,NA,NA,NA,NA,1.195103972,NA,2.04983867,NA,0.16398148,NA,1.938206484,United States,39.0679
65504,0.162179945,NA,NA,NA,0.059166665,0.308416666,0.289833331,0.041666667,NA,0.039999999,0.211625592,0.139940734,Morocco,3.37528
65506,1.810217217,NA,NA,2.5052205,1.187957337,0.939583319,3.337916772,1.696496965,1.002499998,1.106249981,1.086191845,2.694511931,Ukraine,6.57658
65508,1.385676482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.225852969,Canada,8.78419
65510,1.07098156,NA,NA,NA,NA,0.633697571,NA,1.114758459,NA,NA,NA,1.384434722,Norway,7.2468
65518,0.809466766,NA,1.656131759,0.82858227,1.419999957,1.00999999,4.601720985,1,0.61482855,0.959999979,0.545950257,1.141779017,Morocco,19.64
65520,0.838627494,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45337585,1.46876775,United States,3.73709
65521,2.919642857,15.60062567,1.898682941,2.824572404,NA,1.401349043,5.168582871,1.602393189,NA,1.472531654,NA,2.222056817,China,17.5743
65526,2.206760327,NA,NA,NA,NA,1.275268674,NA,0.718499534,NA,NA,NA,1.844123819,United States,NA
65528,0.826952398,NA,2.547991174,5.34609942,0.112709594,NA,NA,1.102459293,2.829668255,1.417961785,0.716308969,2.582427578,United States,22.2861
65532,1.050357154,NA,NA,1.451071492,0.672416551,0.546428557,1.906428635,1.854431791,0.637499971,0.570714284,1.074945522,0.961839059,Russian Federation,7.17879
65536,NA,6.417101021,0.701944465,1.329528383,0.774472082,NA,2.966207881,NA,NA,1.240411821,1.002866369,1.766843619,Myanmar,6.80806
65541,2.944444444,15.73314882,4.140915597,7.379350472,1.430353979,2.157456303,4.457992139,1.688148176,3.735887302,2.226437231,2.319818709,3.782980031,China,19.9038
65546,NA,NA,NA,NA,0.995601412,NA,2.570423611,NA,2.622937504,NA,NA,NA,United States,0.875341
65548,0.16627272,NA,NA,0.335363652,0.228272728,NA,0.338181832,NA,NA,NA,NA,0.202909099,Afghanistan,4.0703
65550,0.969848496,NA,NA,1.339848544,NA,0.504545441,NA,0.940275796,0.588636337,0.526969696,NA,0.615295473,Russian Federation,8.18635
65551,1.482857159,NA,NA,2.048571518,0.597765512,0.771428551,NA,2.554756789,0.899999959,0.805714284,0.442730499,1.641030811,Russian Federation,6.92385
65554,1.106757576,NA,0.909090909,0.160904025,0.309090912,NA,NA,NA,NA,NA,NA,0.654137135,Bahrain,2.6862
65555,0.304633734,NA,0.430666671,1.043416691,0.145666669,NA,NA,NA,NA,0.253333337,0.085500003,0.392004277,Iran,2.22483
65559,0.959362917,NA,NA,0.951220133,NA,0.375178055,NA,NA,NA,0.31307728,0.240833329,0.792185956,Canada,2.81322
65563,3.782185157,NA,NA,3.299060486,NA,1.069332054,NA,1.728135467,NA,NA,NA,4.723319723,United States,NA
65565,1.091491661,NA,NA,NA,NA,NA,NA,0.408091612,NA,NA,0.026842105,0.206114786,Canada,18.4244
65566,0.034090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.030270674,Mongolia,0.412651
65567,3.211111201,NA,2.380975882,2.313888934,0.944444444,1.775555551,6.067997456,NA,NA,1.412086169,NA,2.067395197,Japan,29.7064
65575,0.036443617,1.768562317,0.288547783,1.423126376,0.965189707,0.479023048,1.254099357,NA,0.913052297,1.403578936,0.144000006,1.393698257,India,2.23414
65577,3.219026452,NA,NA,7.90339022,NA,1.059868253,3.281564664,1.167142512,5.849393734,2.781076578,1.776149791,3.107625932,Italy,19.1463
65578,2.142476861,NA,NA,3.083137956,1.120000005,0.949999988,3.390000105,1.110994496,0.99000001,1.149999976,1.157354857,1.302152174,Ukraine,9.50401
65583,3.146317145,NA,NA,3.582819775,NA,NA,NA,NA,NA,NA,NA,3.918476172,United States,13.9877
65585,3,16.03000069,4.267892627,4.569911395,2.014336348,2.351228677,1.382237252,1.720000029,2.395336354,2.394613751,2.49448124,4.649682011,China,21.0524
65590,2.95,15.76283401,1.103841845,2.746942931,NA,1.003640799,4.724957879,1.691333361,3.742936146,2.407274051,0.598008268,2.6190798,China,11.84
65596,0.6640625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.610937498,Mongolia,7.14052
65600,2.95,7.073919717,0.550902626,2.31458933,0.481752589,0.747778842,4.352450838,1.691333361,1.589474557,1.414343539,0.774721331,2.496291453,China,8.70124
65602,0.314958824,NA,0.335598057,4.022947014,NA,1.274272672,NA,NA,0.370750145,0.271024275,0.215653267,4.360495398,Mexico,33.5071
65604,1.029761916,NA,NA,1.42261911,NA,0.535714272,NA,1.019380561,0.624999972,0.559523808,NA,0.610163169,Russian Federation,NA
65608,NA,NA,0.164848487,0.399393949,0.055757577,NA,NA,NA,NA,0.091428573,0.030857144,NA,Iran,NA
65611,2.526795163,NA,NA,4.976155337,1.435294151,1.157786017,NA,1.715858605,2.530434857,1.083560923,0.991758989,2.280553528,France,24.0012
65615,0.696493514,NA,NA,0.962207834,NA,0.362337653,NA,1.016437921,0.422727254,0.378441557,NA,0.546087633,Russian Federation,4.12932
65616,1.630082374,2.737577828,0.997659143,1.387585142,0.219233778,0.839420721,1.953375872,NA,0.248420779,0.546513126,0.44577333,1.861758105,India,12.4453
65617,0.223332473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.197573372,Canada,1.64703
65622,1.844592292,NA,NA,NA,NA,0.096788536,NA,NA,NA,NA,NA,2.149784879,United States,6.31377
65624,0.542779201,NA,NA,0.875896425,0.594312865,0.158333331,1.378585682,NA,0.145480498,0.208333333,0.241666675,0.753920974,Afghanistan,12.1931
65634,2.23888882,NA,NA,NA,NA,0.967777802,NA,1.523888813,NA,NA,NA,2.325555576,Finland,16.38
